index,topic,requires,difficulty,content,question,Failed_Models_Count,Model,target
reactive_groups-20_2-reactive_groups_20,Toxicity/Safety,Knowledge,difficulty-basic,Are alkali metals flammable?,../data/reactive_groups/20_2.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","No, but combustible: 1, No, non-flammable: 0, Yes, highly flammable: 0, Yes, non-flammable: 0"
reactive_groups-24_2-reactive_groups_24,Organic Chemistry,Reasoning,difficulty-basic,How can nitriles be converted into amides?,../data/reactive_groups/24_2.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","By reaction with acids: 0, By reaction with bases: 0, By reaction with oxidizing agents: 0, By reaction with peroxides: 1"
reactive_groups-39_8-reactive_groups_39,Toxicity/Safety,Reasoning,difficulty-basic,Why can materials like sugar and sodium chlorate form explosive mixtures?,../data/reactive_groups/39_8.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Sodium chlorate acts as a reducing agent: 0, Sodium chlorate acts as an oxidizing agent: 0, Sugar acts as a reducing agent: 1, Sugar acts as an oxidizing agent: 0"
reactive_groups-3_4-reactive_groups_3,Toxicity/Safety,Reasoning,difficulty-basic,How do carboxylic acids affect the flammability of other materials?,../data/reactive_groups/3_4.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","They are highly flammable and decrease flammability: 0, They are highly flammable and increase flammability: 0, They are moderately flammable: 1, They are nonflammable and decrease flammability: 0"
reactive_groups-48_0-reactive_groups_48,Organic Chemistry,Knowledge,difficulty-basic,What is the general structure of siloxanes?,../data/reactive_groups/48_0.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","\ce{R2SiO}: 0, \ce{R2Si}: 0, \ce{R3SiO}: 1, \ce{RSiO2}: 0"
reactive_groups-48_5-reactive_groups_48,Toxicity/Safety,Reasoning,,What is the flammability of siloxanes?,../data/reactive_groups/48_5.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Combustible: 0, Flame-retardant: 0, Highly flammable: 0, Nonflammable: 1"
pubchem_data-pictograms_119-GHS_pictograms,Toxicity/Safety,Knowledge,difficulty-basic,What GHS pictogram(s) apply to bromperidol?,../data/safety/pubchem_data/pictograms_119.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Acute toxicity: 0.0, Compressed gases: 0.0, Corrosives: 0.0, Environment: 0.0, Explosives: 0.0, Flammables: 0.0, Health hazard: 0.0, Irritant: 1.0, Oxidizers: 0.0"
pubchem_data-pictograms_206-GHS_pictograms,Toxicity/Safety,Knowledge,difficulty-basic,What GHS pictogram(s) apply to manidipine?,../data/safety/pubchem_data/pictograms_206.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Acute toxicity: 1.0, Compressed gases: 0.0, Corrosives: 0.0, Environment: 0.0, Explosives: 0.0, Flammables: 0.0, Health hazard: 0.0, Irritant: 0.0, Oxidizers: 0.0"
pubchem_data-pictograms_424-GHS_pictograms,Toxicity/Safety,Knowledge,difficulty-basic,"What GHS pictogram(s) apply to 2,2'-methylenebis(4-ethyl-6-tert-butylphenol)?",../data/safety/pubchem_data/pictograms_424.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Acute toxicity: 0.0, Compressed gases: 0.0, Corrosives: 0.0, Environment: 0.0, Explosives: 0.0, Flammables: 0.0, Health hazard: 0.0, Irritant: 1.0, Oxidizers: 0.0"
pubchem_data-pictograms_551-GHS_pictograms,Toxicity/Safety,Knowledge,difficulty-basic,"What GHS pictogram(s) apply to 1,2-diphenoxyethane?",../data/safety/pubchem_data/pictograms_551.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Acute toxicity: 0.0, Compressed gases: 0.0, Corrosives: 0.0, Environment: 1.0, Explosives: 0.0, Flammables: 0.0, Health hazard: 0.0, Irritant: 0.0, Oxidizers: 0.0"
pubchem_data-pictograms_606-GHS_pictograms,Toxicity/Safety,Knowledge,difficulty-basic,What GHS pictogram(s) apply to 4-methylmorpholine?,../data/safety/pubchem_data/pictograms_606.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Acute toxicity: 0.0, Compressed gases: 0.0, Corrosives: 0.5, Environment: 0.0, Explosives: 0.0, Flammables: 1.0, Health hazard: 0.5, Irritant: 1.0, Oxidizers: 0.0"
pubchem_data-pictograms_617-GHS_pictograms,Toxicity/Safety,Knowledge,difficulty-basic,What GHS pictogram(s) apply to 2-hydrazinoethanol?,../data/safety/pubchem_data/pictograms_617.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Acute toxicity: 1.0, Compressed gases: 0.0, Corrosives: 0.0, Environment: 0.0, Explosives: 0.0, Flammables: 0.0, Health hazard: 0.5, Irritant: 0.5, Oxidizers: 0.0"
pum_tum-bonding_3-metallic_bonding_pum_tum,General Chemistry,Reasoning,difficulty-basic,Which of the following compounds are predominantly polar covalent?,../data/pum_tum/bonding_3.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","\ce{AlCl3}: 0, \ce{BF3}: 1, \ce{CH4}: 0, \ce{NaHg}: 0, \ce{S8}: 0"
reactions-11-reaction_11,Physical Chemistry,Reasoning,difficulty-basic,"Order the following substances from highest to lowest entropy: \ce{O2 (g)}, \ce{SnCl4 (l)}, \ce{SnCl4 (g)}?",../data/reactions/11.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","\ce{O2 (g)} > \ce{SnCl4 (g)} > \ce{SnCl4 (l)}: 0, \ce{O2 (g)} > \ce{SnCl4 (l)} > \ce{SnCl4 (g)}: 0, \ce{SnCl4 (g)} > \ce{O2 (g)} > \ce{SnCl4 (l)}: 0, \ce{SnCl4 (g)} > \ce{SnCl4 (l)} > \ce{O2 (g)}: 1"
chem_chem_comp-chemComp_103-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when toxic metals or metal compounds are mixed with caustics?,../data/safety/chem_chem_comp/chemComp_103.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 0, Heat generation: 0, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 1, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_104-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when nitrides are mixed with non-oxidizing acids?,../data/safety/chem_chem_comp/chemComp_104.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 1, Flammable gas generation: 1, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_105-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when nitrides are mixed with oxidizing acids?,../data/safety/chem_chem_comp/chemComp_105.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 1, Fire: 1, Flammable gas generation: 0, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_106-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when nitrides are mixed with organic acids?,../data/safety/chem_chem_comp/chemComp_106.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 1, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_107-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when nitrides are mixed with alcohols or glycols?,../data/safety/chem_chem_comp/chemComp_107.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 1, Fire: 0, Flammable gas generation: 1, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_108-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when nitrides are mixed with aldehydes?,../data/safety/chem_chem_comp/chemComp_108.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 1, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_109-ChemComp,Toxicity/Safety,Knowledge,,"What are the potential safety risks when nitrides are mixed with azo compounds, diazo compounds or hydrazines?",../data/safety/chem_chem_comp/chemComp_109.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 0, Heat generation: 0, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 1, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_110-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when nitrides are mixed with carbamates?,../data/safety/chem_chem_comp/chemComp_110.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 0, Heat generation: 1, Innocuous and non-flammable gas generation: 1, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
blac_gfk-iii_2_5-blac_gfk_iii_2_5,Toxicity/Safety,Knowledge,difficulty-basic,A label on a chemical contains the statement H317. Which statement about the chemical is correct?,../data/safety/blac_gfk/iii_2_5.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","it is a health hazard: 1, it is an environmental hazard: 0, it is harmful to aquatic organisms: 0, it may cause allergic skin reactions: 1"
blac_gfk-iii_4_24-blac_gfk_iii_4_24,Toxicity/Safety,Knowledge,difficulty-basic,Which of the following substances are used as fungicidal products for wood preservation?,../data/safety/blac_gfk/iii_4_24.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","IPBC (3-iodo-2-propynyl butylcarbamate): 1, floucomafen: 0, formic acid: 0, hydrogen cyanide: 1"
blac_gfk-iii_4_47-blac_gfk_iii_4_47,Toxicity/Safety,Knowledge,difficulty-basic,Carbamates are a class of pesticides. Which of the following chemicals used in pest control are carbamates?,../data/safety/blac_gfk/iii_4_47.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","dichlorvos: 0, indoxacarb: 1, pirimicarb: 1, prosulfocarb: 1"
chem_chem_comp-chemComp_0-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when organic acids are mixed with oxidizing acids?,../data/safety/chem_chem_comp/chemComp_0.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 0, Heat generation: 1, Innocuous and non-flammable gas generation: 1, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_10-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when aliphatic or aromatic amines are mixed with oxidizing acids?,../data/safety/chem_chem_comp/chemComp_10.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 0, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 1, Violent polymerization: 0"
chem_chem_comp-chemComp_100-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when toxic metals or metal compounds are mixed with organic acids?,../data/safety/chem_chem_comp/chemComp_100.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 0, Heat generation: 0, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 1, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_101-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when toxic metals or metal compounds are mixed with amides?,../data/safety/chem_chem_comp/chemComp_101.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 0, Heat generation: 0, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 1, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_102-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when toxic metals or metal compounds are mixed with aliphatic or aromatic amines?,../data/safety/chem_chem_comp/chemComp_102.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 0, Heat generation: 0, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 1, Toxic gas generation: 0, Violent polymerization: 0"
analytical_techniques-analytical_techniques_0-analytical_techniques_0,Physical Chemistry,Reasoning,,Which of the following statements related to absorption and emission mirror image spectra are correct?,../data/analytical_techniques/analytical_techniques_0.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","An unknown molecule with only normal vibrational modes and no large torsional motion can produce mirror image spectrum.: 1, If the molecule isomerizes upon excitation but has only normal vibrational modes in its ground state, it can produce a mirror image spectrum.: 0, Mirror image spectra are observed cis or trans-stilbene since this molecule isomerize is the excited singlet state.: 0, Mirror image spectra are observed for anthracene since it is a flexible molecule.: 0, Mirror image spectrum is only observed in the condensed phase.: 1"
biochemistry-biochem_4-analytical_chemistry_22,Organic Chemistry,Knowledge and Reasoning,,How does a competitive inhibitor influence the enzyme kinetics of a reaction in the Lineweaver-Burk-plot compared to when a reaction is uninhibited?,../data/biochemistry/biochem_4.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","The intersection with y-axis shift to higher numbers: 0, The intersection with y-axis shift to lower numbers: 1, The slope decreases: 0, The slope increases: 0"
biochemistry-biochem_5-biochemistry_5,Organic Chemistry,Knowledge and Reasoning,,How does a non-competitive inhibitor influence the enzyme kinetics of a reaction in the Lineweaver-Burk-plot when compared to a competitive inhibitor?,../data/biochemistry/biochem_5.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","The intersection with y-axis shift to higher numbers: 0, The intersection with y-axis shift to lower numbers: 0, The slope decreases: 0, The slope increases: 1"
blac_gfk-i_2_10-blac_gfk_i_2_10,Toxicity/Safety,Knowledge,difficulty-basic,"In Germany, which of the following ordinances contain information about the regulation of a hazardous paint thinner?",../data/safety/blac_gfk/i_2_10.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Chemicals Prohibition Ordinance.: 1, Foodstuffs and Feedstuffs Code.: 0, Ordinance on hazardous substances: 0, REACH Regulation [Regulation (EC) No. 1907/2006].: 1"
